ProjectNumber,ProjectName,Address,Apt,City,ClientName,ClientContact,ClientToBill,Architect,ArchitectContact,ProjectManager,FieldInspector,RoofingInspector,PlanReviewFee,SiteMeetingsFee,SiteMeetingsComments,MaintenanceManualsFee,EnvelopInspectionsFee,EnvelopInspectionsComments,SlabInspectionsFee,WindowTestsFee,RoofInspectionsFee,AnnualInspectionsFee,AnnualInspectionsComments,PlanReviewFee,SiteMeetingsFee,SiteMeetingsComment,MaintenanceManualsFee,EnvelopeInspectionsFee,EnvelopeInspectionsComment,SlabInspectionsFee,WindowTestsFee,RoofInspectionsFee,AnnualInspectionsFee,AnnualInspectionsComment,FollowUpInspectionFee,5YearInspectionFee,Year1-3-4InsFee,Year2-5InsFee,PerInspectionFee,MiscellaneousFee,MiscellaneousComment,Completed,CompletedDate,RCABC
20101,Summit Village Residence,1415-1425 Summit Drive,,Kamloops BC,Summit Drive Investments Inc.,Jason Baker,Summit Drive Investments Inc.,,,,Marc Genereux,Arden Knoll,400,0,,0,0,,0,0,900,8900,,400,0,,0,0,,0,0,900,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
20102,Cactus Court,816 7th Avenue,,Keremeos BC,Bentsen Homes,Kane Bentsen,Bentsen Homes,,,,Brian MacLellan,,0,0,,0,0,,0,2100,0,8900,,0,0,,0,0,,0,2100,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
20103,Quail Crossing,417 11th Avenue,,Keremeos BC,Bentsen Homes,Kane Bentsen,Bentsen Homes,,,,Brian MacLellan,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
20104,Seymour Village - Sales Centre,3596-587 Malsum Dr/Raven Woods Drive,,North Vancouver (City) BC,Aquilini Group,Simon Bodlack,Aquilini Development & Construction Inc.,IBI Group,Martin Bruckner,,Mike Mountain,Todd McDonald,1200,0,,0,0,,0,0,0,8900,,1200,0,,0,0,,0,0,0,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20105,Douglas Green,163-185 175A Street,,Surrey BC,Douglas Cairns,Douglas Cairns,Douglas Cairns,Ankenman Associates Architects Inc.,Emily Kearns,,Scott Stebbings,Brent Rowland,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20107,Holiday Inn Express - Courtenay,310 Hunt Road,,Courtenay BC,Sargent Construction,Lyall Sargent,Sargent Construction,Lovick Scott Architects Ltd.,Andrea Scott,,Don Hauser,Dwayne Arnold,3400,0,,0,10200,,0,900,2750,8900,,3400,0,,0,10200,,0,900,2750,8900,,0,0,0,0,850,0,"Trade off: $2,200",FALSE,0,FALSE
20108,Cedar Coast 32,3170 194 Street,,Surrey BC,Orion Construction,Paul Bangma,Orion Construction,Dforce Design (CRP: Chip Barrett Architect),Glen Froese,,Don Hauser,Brent Rowland,1800,0,,0,2400,,0,0,1500,8900,,1800,0,,0,2400,,0,0,1500,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20109,Madore & Dansey,567-588 Madore Ave / Dansey Ave,,Coquitlam BC,Vanhome Properties Inc.,Neil Dang,Vanhome Properties Inc.,Atelier Pacific Architecture Inc.,Stella Chen,,Grant DeBoer,Brent Rowland,5500,0,,1500,18000,,0,3600,5400,8900,,5500,0,,1500,18000,,0,3600,5400,8900,,0,0,2500,2500,300,0,,FALSE,0,FALSE
20110,Poco Chrysler,1300 Dominion Avenue,,Port Coquitlam BC,Make Projects,Greg Scott,Make Projects,Think Space,Andrei Filip,,Grant DeBoer,Brent Rowland,5800,0,,0,5400,,0,0,3200,8900,,5800,0,,0,5400,,0,0,3200,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20111,Panacea,3330 192nd Street,,Surrey BC,Beedie Construction Ltd.,Thomas Kearnes,Beedie Construction Ltd.,TKA+D Architecture + Design Inc.,Caleb Kramer,,Don Hauser,Brent Rowland,4800,0,,0,2400,,0,0,1800,8900,,4800,0,,0,2400,,0,0,1800,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20112,Town and Country (Formerly 6005 Hwy 17A),5888 PC Toigo Way,,Delta BC,Town & Country 2022 Holdings LLP,Ron Toigo,Town & Country 2022 Holdings LLP,Fougere Architecture Inc.,Maryam Arjmandi,,Don Hauser,Brent Rowland,6200,0,,0,21000,,0,2700,9000,8900,,6200,0,,0,21000,,0,2700,9000,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20113,Forester 2 (Mitchell North),1310 Mitchell Street,,Coquitlam BC,Townline Group of Companies,Shauna Moore,Townline Group of Companies,RLA Architects Inc.,Dixon Mak,,Grant DeBoer,Brent Rowland,3500,1500,,0,25500,,0,5400,8400,8900,,3500,1500,,0,25500,,0,5400,8400,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20114,Grafia (Garden Drive),2450 Garden Drive,,Vancouver BC,Garden Drive Limited Partnership,Manny Riebeling,Garden Drive Limited Partnership,Integra Architecture Inc.,Steve Watt,,Dane Peterson,Todd McDonald,7500,0,Liqi Zhu,1500,12000,,0,1800,3600,8900,,7500,0,Liqi Zhu,1500,12000,,0,1800,3600,8900,,0,0,2000,2000,300,0,,FALSE,0,TRUE
20115,Warehouse/Office Building at Scott Rd,10851 Scott Road,,Surrey BC,1078958 BC Ltd.,Sukhchain Singh,1078958 BC Ltd.,Flat Architecture,Rajinder Warraich,,Don Hauser,Brent Rowland,2500,1000,,0,6000,,0,900,1800,8900,,2500,1000,,0,6000,,0,900,1800,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20116,Base 10 Phase 3,46150 Thomas Road,,Chilliwack BC,Shelter Bay Partnership,Blair Neels,Shelter Bay Partnership,Barnett Dembek Architects Inc. (BDA),Lance Barnett,,Scott Stebbings,Brent Rowland,2200,800,,0,16000,,0,2400,4000,8900,,2200,800,,0,16000,,0,2400,4000,8900,,0,0,0,0,400,0,,FALSE,0,FALSE
20117,"6255 136 Street, Townhouses",6255-6295 136 Street,,Surrey BC,SGB Properties Inc.,Lovepreet Grewal,SGB Properties Inc.,Ionic Architecture Inc.,Samuel M. Chan,,Don Hauser,Brent Rowland,1450,1200,,1500,6000,,0,900,3000,8900,,1450,1200,,1500,6000,,0,900,3000,8900,,0,0,1800,1800,300,0,,FALSE,0,FALSE
20118,Shyne  Apartment,6285 King George Blvd,,Surrey BC,SGB Properties Inc.,Lovepreet Grewal,SGB Properties Inc.,Ionic Architecture Inc.,Sameh Guindi,,Don Hauser,Brent Rowland,2400,1800,,1500,11400,,0,1800,4200,8900,,2400,1800,,1500,11400,,0,1800,4200,8900,,0,0,2400,2400,300,0,,FALSE,0,FALSE
20119,3030 Sunnyhurst Road,3030 Sunnyhurst Road,,North Vancouver (City) BC,Brody Properties Ltd.,John Brody,Brody Development  (2008) Ltd.,Siegrist Architecture,Duane Siegrist,,Mike Mountain,Todd McDonald,3200,0,,0,5400,,0,900,1500,8900,,3200,0,,0,5400,,0,900,1500,8900,,0,0,2000,2000,300,0,,FALSE,0,FALSE
20120,Edge Street,12155 Edge Street,,Maple Ridge BC,Townline Group of Companies,Shauna Moore,Edge Street LP,Integra Architecture Inc.,Rhys Leitch,,Scott Stebbings,Brent Rowland,5500,3000,,0,18000,,0,3600,5400,8900,,5500,3000,,0,18000,,0,3600,5400,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20121,Snug Cove House Seniors Residence,1080 Miller Road,,Bowen Island BC,Hartford Construction,Peter Foreman,Hartford Construction,Wheeler Crawford & Sons Architecture,,,Mike Mountain,Todd McDonald,0,7700,,0,9000,,0,1800,4000,8900,,0,7700,,0,9000,,0,1800,4000,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20122,Regency Lexus,620 Evans Avenue,570,Vancouver BC,CTA Design Group,Ciaran Deery,Regency Auto Group,CTA Design Group,John Kristianson,,Dane Peterson,Todd McDonald,3480,1980,,0,3600,,0,0,1800,8900,,3480,1980,,0,3600,,0,0,1800,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20123,Open Road Mercedes Benz,100 Woolridge Street,,Coquitlam BC,OpenRoad Auto Group,Moe Saboune,OpenRoad Auto Group,Christopher Bozyk Architects Inc.,Ali Peymani,,Grant DeBoer,Brent Rowland,5500,0,,0,6000,,0,900,2400,8900,,5500,0,,0,6000,,0,900,2400,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20124,Pinetree Court,3100 Ozada Avenue,,Coquitlam BC,Vanmar Constructors Inc.,Dane Stelting,Vanmar Constructors Inc.,DYS Architecture Inc.,Dane K. Jansen,,Grant DeBoer,Brent Rowland,4500,0,,0,18000,,0,6300,6000,8900,,4500,0,,0,18000,,0,6300,6000,8900,,0,0,0,0,300,0,"Full Building Air Leakage Testing: $4,900",FALSE,0,TRUE
20125,Orenda,18850-18855 72A Ave. / 72 Ave,,Surrey BC,Mortise Group Of Companies,Sukhdeep Mann,Mortise Group Of Companies,Flat Architecture,Jaswinder Gabri,,Scott Stebbings,Brent Rowland,3000,0,,0,10500,,0,1800,3600,8900,,3000,0,,0,10500,,0,1800,3600,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20126,M'akola Affordable Housing,4819-4823 Lazelle Avenue,,Terrace BC,M'akola Development Services,Jennifer Getz,M'akola Development Services,Boni-Maddison Architects,Anthony Boni,,Grant DeBoer,Todd McDonald,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
20127,Ksan House Society 2nd Stage Project,4842-3220 Lazelle Ave & Munroe St,4840,Terrace BC,M'akola Development Services,Jennifer Getz,M'akola Development Services,Boni-Maddison Architects,Anthony Boni,,Grant DeBoer,Todd McDonald,3200,2000,,0,10000,,0,1250,3750,8900,,3200,2000,,0,10000,,0,1250,3750,8900,,0,0,0,0,1200,9600,Disbursements,FALSE,0,FALSE
20128,Coach House,730 East 17th Street,,North Vancouver (City) BC,Ventana Constuction Corporation,Andrew Cameron,Ventana Constuction Corporation,,,,,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
20129,South Guildford West & East,15487-15489 99A Avenue,,Surrey BC,Dawson & Sawyer Developments (Guildford) Ltd.,Joel Wiens,Dawson & Sawyer Developments (Guildford) Ltd.,Barnett Dembek Architects Inc.,Lance Barnett,,Don Hauser,Brent Rowland,3800,0,,1500,22500,,0,7200,7800,8900,,3800,0,,1500,22500,,0,7200,7800,8900,,0,0,3350,3350,300,0,Annual Inspections $3350,FALSE,0,FALSE
20130,18436 96 Avenue,,,Surrey BC,D Squared Projects Ltd.,Dan Dunwoodie,D Squared Projects Ltd.,,,,,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,Trade Off $1600 + Taxes,FALSE,0,FALSE
20132,UBC Pacific Residence - Airtightnes Test,5959 Student Union Blvd.,,Vancouver BC,Heatherbrae Builders Co. Ltd.,David Knight,UBC Properties Trust,Ryder Architecture,Kate Mathers,,,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
20133,Anchor,2002-2014 St George Street & 2003-2009 St. Johns Street,,Port Moody BC,Bold Properties (New Barnet) Limted Partnership,Tommy He,Bold Properties (New Barnet) Limted Partnership,Gateway Architecture Inc.,Michael Cox,,Grant DeBoer,Todd McDonald,7000,0,,1500,22500,,0,4500,5400,8900,,7000,0,,1500,22500,,0,4500,5400,8900,,0,0,2000,2000,300,0,,FALSE,0,FALSE
20134,KLO Gardens,710-720 Klo Road & 2959/2963,,Kelowna BC,New Town Architecture & Engineering,Jack Kosmerly,New Town Architecture & Engineering,New Town Architectural Services,Dale Rafter,,Marc Genereux,Arden Knoll,4500,0,,0,16000,,0,2400,4000,8900,,4500,0,,0,16000,,0,2400,4000,8900,,0,0,0,0,400,0,$500 for roofing,FALSE,0,FALSE
20135,1551 Grant Street Phase 1,1535-1557 Grant Sreet,,Vancouver BC,Averra Developments Inc.,Gavin McLeod,Averra Developments Inc.,Stuart Howard Architects Inc.,Charlotte Damus,,Dane Peterson,Todd McDonald,5500,0,Wayne Huang,0,12000,,0,1800,3000,8900,,5500,0,Wayne Huang,0,12000,,0,1800,3000,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20137,518 W 37th Ave,518 W 37th Avenue,,Vancouver BC,AC Queen Limited Partnership,Richard Cheng,AC Queen Limited Partnership,GUD Group Inc.,Zinmai Li,,Dane Peterson,Todd McDonald,6000,0,,0,12000,,0,900,3600,8900,,6000,0,,0,12000,,0,900,3600,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20138,1354 Rutland Road N,1354 Rutland Road N,,Kelowna BC,Kindhra Construction Ltd.,Parminder Kindhra,Kindhra Construction Ltd.,Flat Architecture,Rajinder Warraich,,Marc Genereux,Arden Knoll,3200,0,,0,9600,,0,1200,3000,8900,,3200,0,,0,9600,,0,1200,3000,8900,,0,0,0,0,400,0,,FALSE,0,FALSE
20140,9050 Shaughnessy Street,9050 Shaughnessy Street,,Vancouver BC,Riverfront Corporate Centre Ltd.,Tammie Cheung,Riverfront Corporate Centre Ltd.,,,,Dane Peterson,,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
20141,Hiawatha Townhomes,3781-3795 Lakeshore Road,3789,Kelowna BC,AMC Development Management,Joe Price,AMC Development Management,HDR Architecture Associates Inc.,Jim Aalders,,Marc Genereux,Arden Knoll,5000,0,,0,24000,,0,4500,9000,8900,,5000,0,,0,24000,,0,4500,9000,8900,,0,0,0,0,400,0,,FALSE,0,FALSE
20142,River Road Townhomes,11820 River Road,,Surrey BC,1078958 BC Ltd.,Pal Arminder,1078958 BC Ltd.,Douglas R. Johnson Architect Ltd.,Douglas Johnson,,Scott Stebbings,Brent Rowland,3500,0,,1500,12000,,0,3600,3000,8900,,3500,0,,1500,12000,,0,3600,3000,8900,,0,0,2000,2000,300,0,,FALSE,0,FALSE
20144,Frameworks,1725 Clarke Drive,,Vancouver BC,Alliance Partners Development Ltd.,Ryan Wang,Alliance Partners Development Ltd.,TKA+D Architecture + Design Inc.,,,Dane Peterson,Todd McDonald,7400,0,,0,15000,,0,1800,6000,8900,,7400,0,,0,15000,,0,1800,6000,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20145,3640 No. 4 Road,3640 No. 4 Road,,Richmond BC,Orion Construction, ,Orion Construction,KCC Architecture & Design Ltd.,Karla Castellanos,,Grant DeBoer,Todd McDonald,2200,0,,0,2400,,0,0,1200,8900,,2200,0,,0,2400,,0,0,1200,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20146,Pondside Landing,1550 Union Road,,Kelowna BC,Wilden Construction Corp.,Joshua Smith,Wilden Construction Corp.,Ekistics Architecture Inc.,Mark Blackwood,,Marc Genereux,Arden Knoll,4200,0,,0,14400,,0,1800,4800,8900,,4200,0,,0,14400,,0,1800,4800,8900,,0,0,0,0,400,0,,FALSE,0,FALSE
20147,"Langley, The",20230 56th Avenue,,Langley BC,Pennyfarthing Development Group,Kevin Hussey,Pennyfarthing Development Group,Keystone Architecture,Lukas Wykpis,,Scott Stebbings,Brent Rowland,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
20148,RED St. Georges (NEW OWNERS),1220 St.Georges,,North Vancouver (City) BC,,Sarah Bingham,,Integra Architecture Inc.,Rhys Leitch,,Mike Mountain,Todd McDonald,1000,3800,,1500,1500,,0,1800,16500,8900,,1000,3800,,1500,1500,,0,1800,16500,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20149,RED Upper Lonsdale,2762 Lonsdale Avenue,,North Vancouver (City) BC,Red Upper Lonsdale Adera Projects Ltd.,Sarah Bingham,Red Upper Lonsdale Adera Projects Ltd.,Integra Architecture Inc.,Kathinka Gundrmann,,Mike Mountain,Todd McDonald,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
20150,University Heights - Phase 2 Lot C (Talus Townhomes),40809 The Crescent,,Squamish BC,Holborn Elevating Lifestyles,Yi-Khy Saw,Croydon Holdings Ltd.,Frits de Vries Architect Ltd.,Emily Glasbey,,Mike Mountain,Todd McDonald,4000,0,,0,11250,,0,1250,2700,8900,,4000,0,,0,11250,,0,1250,2700,8900,,0,0,0,0,450,0,,FALSE,0,FALSE
20151,78 Unit Multi-Family Development (UNISON formerly 8192 - 208 St),20848 82 Avenue,,Langley BC,Mortise Group Of Companies,Avneet Pandhaal,Mortise Group Of Companies,Ven Architecture Inc,Sawra Dar Santos,,Scott Stebbings,Brent Rowland,6500,0,,2000,19500,,0,4500,7200,8900,,6500,0,,2000,19500,,0,4500,7200,8900,,0,0,2500,2500,300,0,,FALSE,0,FALSE
20152,Abby Crescent Townhomes,2360 Crescent Way,,Langley BC,Sat Sahib Investment Ltd.,Gurdip Gill,Sat Sahib Investment Ltd.,Krahn Group of Companies,Jumean Loungsay,,Scott Stebbings,Brent Rowland,3200,0,,0,6000,,0,900,1200,8900,,3200,0,,0,6000,,0,900,1200,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20153,Rossland Midtown BC Housing,1920 3rd Avenue,,Rossland BC,Lower Columbia Affordable Housing Society,Janet Morton,Lower Columbia Affordable Housing Society,Boni-Maddison Architects,Anthony Boni,,Brian MacLellan,Arden Knoll,6000,0,,0,19200,,0,1800,3600,8900,,6000,0,,0,19200,,0,1800,3600,8900,,0,0,0,0,1200,0,,FALSE,0,FALSE
20154,J@K Mixed-Use Rental Development (formerly 3304 Kingsway),5510 Joyce Street,,Vancouver BC,Dicata Construction,Arash Tavakoli,Dicata Construction,Yamamoto Architecture Inc.,Nishu Sheth,,Dane Peterson,Todd McDonald,4000,1000,Wayne Huang,0,12000,,0,900,2400,8900,,4000,1000,Wayne Huang,0,12000,,0,900,2400,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
20155,711 Water Avenue,711 Water Avenue,,Hope BC,Kellton Contracting Ltd.,Anthony Rahn Born,Kellton Contracting Ltd.,SK Architect,Sang K,,Scott Stebbings,Brent Rowland,4500,0,,0,9900,,0,1200,2750,8900,,4500,0,,0,9900,,0,1200,2750,8900,,0,0,0,0,550,0,,FALSE,0,FALSE
20156,Spicers Canada Addition,2500 Vauxhall Place,,Richmond BC,Ram Construction,Harry Evans,Ram Construction,Dforce Design (CRP: Chip Barrett Architect),Darren Cruickshanks,,Grant DeBoer,Todd McDonald,2200,800,,0,1800,,0,0,900,8900,,2200,800,,0,1800,,0,0,900,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20157,TFN 36 Unit Member Housing,2661-2261 Tsawwassen Drive,,Tsawwassen BC,Western Canadian Properties Group Ltd.,Sawra Dar Santos,Western Canadian Properties Group Ltd.,Lovick Scott Architects Ltd.,Rupert Slight,,Don Hauser,Todd McDonald,5000,0,,0,13500,,0,2700,3600,8900,,5000,0,,0,13500,,0,2700,3600,8900,,0,0,0,0,300,0,,FALSE,0,TRUE
20158,Mayfair Self-Storage  (North & South Buildings),1270-1289 W 75 Ave. & W 76 Ave.,,Vancouver BC,Prism Construction Ltd,Karem Yusef,Prism Construction Ltd,Christopher Bozyk Architects Inc.,Jaime Chanyungco,,Dane Peterson,Todd McDonald,6000,0,,0,12000,,0,1800,3600,8900,,6000,0,,0,12000,,0,1800,3600,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
20159,Chroma,1888 Scotia Street,,Vancouver BC,31519 East 2nd LP,Cheryl Fu,31519 East 2nd LP,Studio Balcaen Kwan Architecture and Design,Bettina Balcaen,,Dane Peterson,Todd McDonald,4500,1500,,0,13500,,0,1800,3000,8900,,4500,1500,,0,13500,,0,1800,3000,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
21000,FY 2021,,,#N/A,,#N/A,,,#N/A,,#N/A,,0,0,,0,0,,0,0,0,0,,0,0,,0,0,,0,0,0,0,,0,0,0,0,0,0,,FALSE,0,FALSE
21001,"Friesen Business Park - Phase 1, 2 & 3(OQ)",31453-31555 King Road,31567,Abbotsford BC,Orion Construction,Liam Gibson,Orion Construction,Dforce Design (CRP: Chip Barrett Architect),Steven Watt,,Don Hauser,Brent Rowland,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
21002,Guilford 104 Avenue LP,14535-14575 104 Avenue,,Surrey BC,Townline Group of Companies,Ross Moore,Guildford 104 Ave LP,Integra Architecture Inc.,Raluca Dumitru,,Don Hauser,Brent Rowland,6500,2000,,0,18000,,0,4800,5400,8900,,6500,2000,,0,18000,,0,4800,5400,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
21003,Woodward Townhomes (Formely Panorama School),14150-14151 58A Avenue,,Surrey BC,Mosaic Homes,Brett Standerwick,Mosaic Homes,Ekistics Architecture Inc.,Ryan Wionzek,,Don Hauser,Brent Rowland,4800,0,,0,26400,,0,5400,8200,8900,,4800,0,,0,26400,,0,5400,8200,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
21004,Valley Developments Ltd.,30980 Peardonville Road,,Abbotsford BC,Valley Developments Ltd.,Brian Konrad,Valley Developments Ltd.,Dforce Design (CRP: Chip Barrett Architect),Glen Froese,,Scott Stebbings,Brent Rowland,2200,800,,0,1800,,0,0,900,8900,,2200,800,,0,1800,,0,0,900,8900,,0,0,0,0,300,0,Energy Modelling $7500,FALSE,0,FALSE
21005,South Yards (Alpha) Phase 1C,4511 Juneau Street,,Burnaby BC,Anthem Properties,Tracy McRae,Anthem Properties,Integra Architecture Inc.,Collin Truong,,Grant DeBoer,Todd McDonald,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
21006,1170 Derwent Way,1170 Derwent Way,,Delta BC,Beedie Construction Ltd.,Brett Holland,Beedie Construction Ltd.,TKA+D Architecture + Design Inc.,Obi Vattanawong,,Don Hauser,Todd McDonald,3400,1200,,0,3600,,0,0,1200,8900,,3400,1200,,0,3600,,0,0,1200,8900,,0,0,0,0,300,1350,,FALSE,0,FALSE
21007,Evergreen Phase 2 (OQ),144 Evergreen Place,,Clearwater BC,D & T Developments,Courtney Gustafson,D & T Developments,Richard Hunter Architect Inc.,Richard Hunter,,Brian MacLellan,Arden Knoll,1520,1440,,0,0,,0,0,0,8900,,1520,1440,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
21008,Otter Trail Winery,5974 248th Street,,Langley BC,Czar Investments,AJ Cheema,Czar Investments,Lovick Scott Architects Ltd.,Rupert Slight,,Scott Stebbings,Brent Rowland,3600,0,,0,3000,,0,900,1500,8900,,3600,0,,0,3000,,0,900,1500,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
21009,Tillicum Street Burnaby Expansion (OQ),4560 Tillicum Street,,Burnaby BC,Beedie Construction Ltd.,Herman Duley,Beedie Construction Ltd.,CTA Architecture + Design Ltd.,Scott Delgatty,,Don Hauser,Todd McDonald,2400,2400,,0,2400,,0,0,1800,8900,,2400,2400,,0,2400,,0,0,1800,8900,,0,0,0,0,300,1350,,FALSE,0,FALSE
21010,4-Story Mixed-Use Development,5656 Fraser Street,,Vancouver BC,Atlas Animal Hospital,Hakam Singh Bhullar,Atlas Animal Hospital,Matthew Cheng Architects Inc.,Arleen Landayan,,Dane Peterson,Todd McDonald,4500,0,,0,9000,,0,900,2400,8900,,4500,0,,0,9000,,0,900,2400,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
21013,Burnaby Lake Sports Centre Addition,6556 Sprott Street,,Burnaby BC,Prism Construction Ltd.,Alex Manzi,Prism Construction Ltd,FNDA Architecture Inc.,,,Grant DeBoer,Todd McDonald,3750,2520,,0,3600,,0,0,1500,8900,,3750,2520,,0,3600,,0,0,1500,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
21014,577-587 Dansey Avenue,577-587 Dansey Avenue,,Coquitlam BC,Townline Group of Companies,Devin Spence,Townline Group of Companies,SHIFT Architecture Inc.,,,Grant DeBoer,Todd McDonald,6200,0,,0,13500,,0,2400,3600,8900,,6200,0,,0,13500,,0,2400,3600,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
21015,31 Townhouse Development,10392-10393 240A Street,,Maple Ridge BC,Mortise Group Of Companies,Avneet Pandhaal,Mortise Group Of Companies,Flat Architecture,Rajinder Warraich,,Grant DeBoer,Todd McDonald,3000,0,,0,11400,,0,1800,2400,8900,,3000,0,,0,11400,,0,1800,2400,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
21016,Nova Phase 2,8158 166th Street,,Surrey BC,Mortise Group Of Companies,Arvin Brar,Mortise Group Of Companies,WG Architecture Inc.,Joe Nae-jer Hwang,,Scott Stebbings,Brent Rowland,4500,0,,0,15000,,0,1800,3600,8900,,4500,0,,0,15000,,0,1800,3600,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
21017,Safetek,2122 Peardonville Road,,Abbotsford BC,Spire Development Corporation,Joseph Weinmar,Spire Development Corporation,Dforce Design (CRP: Chip Barrett Architect),Darren Cruickshanks,,Scott Stebbings,Brent Rowland,3200,0,,0,3600,,0,900,1200,8900,,3200,0,,0,3600,,0,900,1200,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
21019,Fern Crescent Townhouse Development,23697 Fern Crescent,,Maple Ridge BC,Woodlock Developments,ken Singh,Woodlock Developments,Atelier Pacific Architecture Inc.,Agenes Karoly,,Grant DeBoer,Brent Rowland,3860,2460,,0,9600,,0,2400,3000,8900,,3860,2460,,0,9600,,0,2400,3000,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
21020,Coast (McGill Road Building 4),821 McGill Road,,Kamloops BC,Cross Developments,Jason Baker,Dalhousie Drive Investments Inc. c/o Cross Developments,DLP Architecture Inc. Parallel Group Operation Inc.,Lucio Picciano,,Marc Genereux,Arden Knoll,3000,600,,0,22500,,0,1200,4500,8900,,3000,600,,0,22500,,0,1200,4500,8900,,0,0,0,0,750,0,,FALSE,0,FALSE
21021,YVR6,5213 North Fraser Way,,Burnaby BC,Beedie Construction Ltd.,Herman Duley,Beedie Construction Ltd.,TKA+D Architecture + Design Inc.,Craig Taylor,,Don Hauser,Todd McDonald,3600,3200,,0,15000,,0,0,7500,8900,,3600,3200,,0,15000,,0,0,7500,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
21022,Byrnepark Non-Market Housing,6488 Byrne Park Drive,,Burnaby BC,Townline Group of Companies,Devin Spence,Townline Group of Companies,IBI Group Architects (Canada) Ltd.,Maryam Dehkordi,,Grant DeBoer,Todd McDonald,5000,0,,0,12000,,0,1800,3600,8900,,5000,0,,0,12000,,0,1800,3600,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
21023,Kincaid Non-Market Seniors Housing (OQ),5912-5938 Sunset & 5907-5989 Kincald Street,,Burnaby BC,Townline Group of Companies,Hugh Taylor,Townline Group of Companies,,,,Grant DeBoer,Todd McDonald,6900,0,,0,18000,,0,3600,5400,8900,,6900,0,,0,18000,,0,3600,5400,8900,,0,0,0,0,300,0,,FALSE,0,FALSE
21024,5880 Victoria Drive,5880 Victoria Drive,,Vancouver BC,Vancouver Coastal Health,Behanaz Sanei Moghaddam,Vancouver Coastal Health,Chernoff Thompson Architects,Tony Yip,,,Todd McDonald,0,0,,0,0,,0,0,0,8900,,0,0,,0,0,,0,0,0,8900,,0,0,0,0,0,0,,FALSE,0,FALSE
